,Player,TEST_Span,TEST_Matches,TEST_Innings,TEST_Not-Outs,TEST_RunsMade,TESTHighest-Score,TEST_Batting_Average,TEST_Hundereds,TEST_Fifties,TEST_Ducks
1825,T Kaitano (ZIM),2021-2021,1,2,0,94,87,47.00,0,1,0
1826,KS Lokuarachchi (SL),2003-2004,4,5,1,94,28*,23.50,0,0,0
1827,Hon.A Lyttelton (ENG),1880-1884,4,7,1,94,31,15.66,0,0,0
1828,K Thomson (NZ),1968-1968,2,4,1,94,69,31.33,0,1,1
1829,T Thushara (SL),2003-2010,10,14,3,94,15*,8.54,0,0,3
1830,DJ Vilas (SA),2015-2016,6,9,0,94,26,10.44,0,0,0
1831,AS Wassan (INDIA),1990-1990,4,5,1,94,53,23.50,0,1,1
1832,Yasir Arafat (PAK),2007-2009,3,3,1,94,50*,47.00,0,1,1
1833,Asif Masood (PAK),1969-1977,16,19,10,93,30*,10.33,0,0,5
1834,MRCN Bandaratilleke (SL),1998-2001,7,9,1,93,25,11.62,0,0,1
1835,OD Gibson (WI),1995-1999,2,4,0,93,37,23.25,0,0,0
1836,J Hunter (ENG),1884-1885,5,7,2,93,39*,18.60,0,0,0
1837,AS Kennedy (ENG),1922-1923,5,8,2,93,41*,15.50,0,0,1
1838,PI Philpott (AUS),1965-1966,8,10,1,93,22,10.33,0,0,0
1839,BA Reid (AUS),1985-1992,27,34,14,93,13,4.65,0,0,6
1840,G Bean (ENG),1892-1892,3,5,0,92,50,18.40,0,1,0
1841,AG Milkha Singh (INDIA),1960-1961,4,6,0,92,35,15.33,0,0,0
1842,SD Anurasiri (SL),1986-1998,18,22,5,91,24,5.35,0,0,3
1843,JG Binks (ENG),1964-1964,2,4,0,91,55,22.75,0,1,0
1844,CE Eksteen (SA),1993-2000,7,11,2,91,22,10.11,0,0,1
1845,HC Griffith (WI),1928-1933,13,23,5,91,18,5.05,0,0,6
1846,R Pilling (ENG),1881-1888,8,13,1,91,23,7.58,0,0,1
1847,AK Roy (INDIA),1969-1969,4,7,0,91,48,13.00,0,0,2
1848,Al-Amin Hossain (BAN),2013-2019,7,11,7,90,32*,22.50,0,0,0
1849,T Campbell (SA),1910-1912,5,9,3,90,48,15.00,0,0,1
1850,TL Chatara (ZIM),2013-2018,9,16,2,90,22,6.42,0,0,5
1851,J Cowie (NZ),1937-1949,9,13,4,90,45,10.00,0,0,3
1852,KM Dabengwa (ZIM),2005-2005,3,6,0,90,35,15.00,0,0,1
1853,TN Madondo (ZIM),1998-2000,3,4,1,90,74*,30.00,0,1,1
1854,NA Quinn (SA),1929-1932,12,18,3,90,28,6.00,0,0,1
1855,BG Rogers (ZIM),2005-2005,4,8,0,90,29,11.25,0,0,2
1856,GR Hazlitt (AUS),1907-1912,9,12,4,89,34*,11.12,0,0,2
1857,G Kishenchand (INDIA),1947-1952,5,10,0,89,44,8.90,0,0,5
1858,RN Lewis (WI),1997-2008,5,10,0,89,40,8.90,0,0,4
1859,PP Ojha (INDIA),2009-2013,24,27,17,89,18*,8.90,0,0,4
1860,NM Parker (NZ),1976-1976,3,6,0,89,40,14.83,0,0,0
1861,Tushar Imran (BAN),2002-2007,5,10,0,89,28,8.90,0,0,3
1862,Ariful Haque (BAN),2018-2018,2,4,1,88,41*,29.33,0,0,0
1863,KIC Asalanka (SL),2021-2022,3,6,0,88,29,14.66,0,0,0
1864,CK Coventry (ZIM),2005-2005,2,4,0,88,37,22.00,0,0,0
1865,SMS Kaluperuma (SL),1984-1988,4,8,0,88,23,11.00,0,0,1
1866,M Kartik (INDIA),2000-2004,8,10,1,88,43,9.77,0,0,2
1867,TR McKibbin (AUS),1895-1898,5,8,2,88,28*,14.66,0,0,2
1868,SW Masakadza (ZIM),2012-2014,5,9,1,88,24,11.00,0,0,3
1869,AN Ranasinghe (SL),1982-1982,2,4,0,88,77,22.00,0,1,1
1870,Shabbir Ahmed (PAK),2003-2005,10,15,5,88,24*,8.80,0,0,4
1871,Zulqarnain Haider (PAK),2010-2010,1,2,0,88,88,44.00,0,1,1
1872,ST Callaway (AUS),1892-1895,3,6,1,87,41,17.40,0,0,1
1873,TJ Laughlin (AUS),1978-1978,3,5,0,87,35,17.40,0,0,0
1874,MP Maynard (ENG),1988-1994,4,8,0,87,35,10.87,0,0,2
1875,D Ranatunga (SL),1989-1989,2,3,0,87,45,29.00,0,0,0
1876,ET Smith (ENG),2003-2003,3,5,0,87,64,17.40,0,1,2
1877,AB Tancred (SA),1889-1889,2,4,1,87,29,29.00,0,0,0
1878,GD Elliott (NZ),2008-2009,5,9,1,86,25,10.75,0,0,1
1879,EG Hayes (ENG),1906-1912,5,9,1,86,35,10.75,0,0,2
1880,ND Howard (ENG),1951-1952,4,6,1,86,23,17.20,0,0,0
1881,RC Irani (ENG),1996-1999,3,5,0,86,41,17.20,0,0,0
1882,JDA O'Connor (AUS),1908-1909,4,8,1,86,20,12.28,0,0,0
1883,SNJ O'Keefe (AUS),2014-2017,9,13,4,86,25,9.55,0,0,2
1884,JR Gunn (ENG),1901-1905,6,10,2,85,24,10.62,0,0,1
1885,Mohammad Farooq (PAK),1960-1965,7,9,4,85,47,17.00,0,0,1
1886,SG Shinde (INDIA),1946-1952,7,11,5,85,14,14.16,0,0,0
1887,D Taylor (SA),1914-1914,2,4,0,85,36,21.25,0,0,0
1888,DJ Colley (AUS),1972-1972,3,4,0,84,54,21.00,0,1,0
1889,LA Dawson (ENG),2016-2017,3,6,2,84,66*,21.00,0,1,3
1890,RR Jumadeen (WI),1972-1979,12,14,10,84,56,21.00,0,1,2
1891,Yuvraj of Patiala (INDIA),1934-1934,1,2,0,84,60,42.00,0,1,0
1892,MA Seymour (SA),1963-1970,7,10,3,84,36,12.00,0,0,3
1893,U Afzaal (ENG),2001-2001,3,6,1,83,54,16.60,0,1,0
1894,W Barber (ENG),1935-1935,2,4,0,83,44,20.75,0,0,0
1895,J Botha (SA),2006-2010,5,6,2,83,25,20.75,0,0,0
1896,DT Hondo (ZIM),2001-2005,9,15,6,83,19,9.22,0,0,1
1897,D Pretorius (SA),2019-2020,3,6,0,83,37,13.83,0,0,1
1898,SW Sohoni (INDIA),1946-1951,4,7,2,83,29*,16.60,0,0,0
1899,JG Thomas (ENG),1986-1986,5,10,4,83,31*,13.83,0,0,3
1900,Amir Elahi (INDIA/PAK),1947-1952,6,9,1,82,47,10.25,0,0,1
1901,E Evans (AUS),1881-1886,6,10,2,82,33,10.25,0,0,3
1902,TS Roland-Jones (ENG),2017-2017,4,6,2,82,25,20.50,0,0,0
1903,M Zondeki (SA),2003-2008,6,5,0,82,59,16.40,0,1,1
1904,EE Achong (WI),1930-1935,6,11,1,81,22,8.10,0,0,2
1905,JH de Courcy (AUS),1953-1953,3,6,1,81,41,16.20,0,0,0
1906,GN Francis (WI),1928-1933,10,18,4,81,19*,5.78,0,0,4
1907,RA Hamence (AUS),1947-1948,3,4,1,81,30*,27.00,0,0,0
1908,ET Killick (ENG),1929-1929,2,4,0,81,31,20.25,0,0,0
1909,AE Knight (ENG),1904-1904,3,6,1,81,70*,16.20,0,1,3
1910,SI Mahmood (ENG),2006-2007,8,11,1,81,34,8.10,0,0,3
1911,Manjural Islam (BAN),2001-2004,17,33,11,81,21,3.68,0,0,10
1912,IL Mendonca (WI),1962-1962,2,2,0,81,78,40.50,0,1,0
1913,WN Slack (ENG),1986-1986,3,6,0,81,52,13.50,0,1,2
1914,JE Barrett (AUS),1890-1890,2,4,1,80,67*,26.66,0,1,1
1915,T Duffin (ZIM),2005-2005,2,4,0,80,56,20.00,0,1,0
1916,AEV Hartkopf (AUS),1925-1925,1,2,0,80,80,40.00,0,1,1
1917,JM Kemp (SA),2001-2005,4,6,0,80,55,13.33,0,1,2
1918,RD Parkar (INDIA),1972-1973,2,4,0,80,35,20.00,0,0,0
1919,AY Patel (NZ),2018-2021,11,15,7,80,20,10.00,0,0,1
1920,DJ Sincock (AUS),1964-1966,3,4,1,80,29,26.66,0,0,0
1921,DM Smith (ENG),1986-1986,2,4,0,80,47,20.00,0,0,1
1922,A Wood (ENG),1938-1939,4,5,1,80,53,20.00,0,1,1
1923,TM Chappell (AUS),1981-1981,3,6,1,79,27,15.80,0,0,0
1924,JA Maclean (AUS),1978-1979,4,8,1,79,33*,11.28,0,0,2
1925,JA Small (WI),1928-1930,3,6,0,79,52,13.16,0,1,2
1926,A Fielder (ENG),1904-1908,6,12,5,78,20,11.14,0,0,0
1927,MN Lathwell (ENG),1993-1993,2,4,0,78,33,19.50,0,0,1
1928,RAL Massie (AUS),1972-1973,6,8,1,78,42,11.14,0,0,3
1929,SF Mire (ZIM),2017-2017,2,4,0,78,47,19.50,0,0,1
1930,P Bhandari (INDIA),1955-1956,3,4,0,77,39,19.25,0,0,0
1931,A Greenwood (ENG),1877-1877,2,4,0,77,49,19.25,0,0,0
1932,A Nehra (INDIA),1999-2004,17,25,11,77,19,5.50,0,0,10
1933,ASA Perera (SL),1998-2001,3,4,1,77,43*,25.66,0,0,0
1934,JN Shepherd (WI),1969-1971,5,8,0,77,32,9.62,0,0,2
1935,DCH Townsend (ENG),1935-1935,3,6,0,77,36,12.83,0,0,0
1936,Ata-ur-Rehman (PAK),1992-1996,13,15,6,76,19,8.44,0,0,3
1937,IG Butler (NZ),2002-2004,8,10,2,76,26,9.50,0,0,2
1938,GHG Doggart (ENG),1950-1950,2,4,0,76,29,19.00,0,0,1
1939,B Dooland (AUS),1947-1948,3,5,1,76,29,19.00,0,0,0
1940,A D'Souza (PAK),1959-1962,6,10,8,76,23*,38.00,0,0,0
1941,MR Gillespie (NZ),2007-2012,5,8,1,76,27,10.85,0,0,3
1942,PJ Loader (ENG),1954-1959,13,19,6,76,17,5.84,0,0,3
1943,LC Mayne (AUS),1965-1970,6,11,3,76,13,9.50,0,0,1
1944,Nasir Jamal (AFG),2019-2021,2,4,2,76,55*,38.00,0,1,0
1945,F Nicholson (SA),1935-1936,4,8,1,76,29,10.85,0,0,4
1946,RM Poore (SA),1896-1896,3,6,0,76,20,12.66,0,0,0
1947,DW Allan (WI),1962-1966,5,7,1,75,40*,12.50,0,0,0
1948,H Donnan (AUS),1892-1896,5,10,1,75,15,8.33,0,0,1
1949,MK Elgie (SA),1961-1962,3,6,0,75,56,12.50,0,1,2
1950,JT Ward (NZ),1964-1968,8,12,6,75,35*,12.50,0,0,2
1951,D Wilson (ENG),1964-1971,6,7,1,75,42,12.50,0,0,0
1952,JER Gallian (ENG),1995-1995,3,6,0,74,28,12.33,0,0,2
1953,AG Huckle (ZIM),1997-1998,8,14,3,74,28*,6.72,0,0,7
1954,HH Kanitkar (INDIA),1999-2000,2,4,0,74,45,18.50,0,0,0
1955,A Maregwede (ZIM),2004-2004,2,4,0,74,28,18.50,0,0,1
1956,BP Martin (NZ),2013-2013,5,6,1,74,41,14.80,0,0,1
1957,NO Perry (WI),1999-1999,4,7,1,74,26,12.33,0,0,2
1958,Shakeel Ahmed jnr (PAK),1993-1995,3,5,0,74,33,14.80,0,0,1
1959,ET Willett (WI),1973-1975,5,8,3,74,26,14.80,0,0,2
1960,Anamul Haque (BAN),2013-2014,4,8,0,73,22,9.12,0,0,1
1961,Bilal Asif (PAK),2018-2018,5,8,0,73,15,9.12,0,0,2
1962,JA Hayes (NZ),1951-1958,15,22,7,73,19,4.86,0,0,4
1963,JA McCollum (IRE),2019-2019,2,4,0,73,39,18.25,0,0,0
1964,WE Merritt (NZ),1930-1931,6,8,1,73,19,10.42,0,0,1
1965,JT Partridge (SA),1963-1965,11,12,5,73,13*,10.42,0,0,0
1966,R Ravindra (NZ),2021-2022,3,6,1,73,18*,14.60,0,0,0
1967,Sajid Khan (PAK),2021-2022,7,7,0,73,21,10.42,0,0,0
1968,EWT Tindill (NZ),1937-1947,5,9,1,73,37*,9.12,0,0,1
1969,ERH Toshack (AUS),1946-1948,12,11,6,73,20*,14.60,0,0,1
1970,Amir Hamza (AFG),2019-2021,3,4,2,72,34,36.00,0,0,0
1971,HE Dollery (ENG),1947-1950,4,7,0,72,37,10.28,0,0,2
1972,S Elworthy (SA),1998-2002,4,5,1,72,48,18.00,0,0,0
1973,KO Meth (ZIM),2013-2013,2,4,1,72,31*,24.00,0,0,0
1974,WJ Pucovski (AUS),2021-2021,1,2,0,72,62,36.00,0,1,0
1975,TW Routledge (SA),1892-1896,4,8,0,72,24,9.00,0,0,1
1976,A Sanford (WI),2002-2004,11,17,2,72,18*,4.80,0,0,2
1977,EG Wynyard (ENG),1896-1906,3,6,0,72,30,12.00,0,0,2
1978,MJ Bennett (AUS),1984-1985,3,5,2,71,23,23.66,0,0,0
1979,WH Brann (SA),1922-1923,3,5,0,71,50,14.20,0,1,1
1980,RO Butcher (ENG),1981-1981,3,5,0,71,32,14.20,0,0,1
1981,AHH Gilligan (ENG),1930-1930,4,4,0,71,32,17.75,0,0,0
1982,DD Hindlekar (INDIA),1936-1946,4,7,2,71,26,14.20,0,0,0
1983,GJ Hopkins (NZ),2008-2010,4,7,1,71,15,11.83,0,0,0
1984,PA Horne (NZ),1987-1990,4,7,0,71,27,10.14,0,0,2
1985,SP James (ENG),1998-1998,2,4,0,71,36,17.75,0,0,1
1986,JJ Krejza (AUS),2008-2008,2,4,1,71,32,23.66,0,0,0
1987,JE Morris (ENG),1990-1990,3,5,2,71,32,23.66,0,0,0
1988,P Roy (INDIA),1982-1982,2,3,1,71,60*,35.50,0,1,0
1989,AW White (WI),1965-1965,2,4,1,71,57*,23.66,0,1,0
1990,Zafar Gohar (PAK),2021-2021,1,2,0,71,37,35.50,0,0,0
1991,R Beaumont (SA),1912-1914,5,9,0,70,31,7.77,0,0,2
1992,Bilawal Bhatti (PAK),2013-2014,2,3,1,70,32,35.00,0,0,0
1993,NW Bracken (AUS),2003-2005,5,6,2,70,37,17.50,0,0,0
1994,LG Hylton (WI),1935-1939,6,8,2,70,19,11.66,0,0,0
1995,E Peate (ENG),1881-1886,9,14,8,70,13,11.66,0,0,1
1996,GA Smithson (ENG),1948-1948,2,3,0,70,35,23.33,0,0,1
1997,AJ Bell (SA),1929-1935,16,23,12,69,26*,6.27,0,0,6
1998,SHM Colah (INDIA),1932-1933,2,4,0,69,31,17.25,0,0,0
1999,GJ Crocker (ZIM),1992-1992,3,4,1,69,33,23.00,0,0,0
2000,DK Liyanage (SL),1992-2001,9,9,0,69,23,7.66,0,0,1
2001,Mohammad Shahzad (AFG),2018-2019,2,4,0,69,40,17.25,0,0,0
2002,NI Thomson (ENG),1964-1965,5,4,1,69,39,23.00,0,0,1
2003,AC Waller (ZIM),1996-1996,2,3,0,69,50,23.00,0,1,0
2004,WJ Edwards (AUS),1974-1974,3,6,0,68,30,11.33,0,0,2
2005,MVT Fernando (SL),2016-2022,16,24,11,68,38,5.23,0,0,10
2006,H Jupp (ENG),1877-1877,2,4,0,68,63,17.00,0,1,1
2007,T Maruma (ZIM),2013-2021,4,7,0,68,41,9.71,0,0,3
2008,MG Melle (SA),1950-1953,7,12,4,68,17,8.50,0,0,1
2009,WH Milton (SA),1889-1892,3,6,0,68,21,11.33,0,0,0
2010,MR Whitney (AUS),1981-1992,12,19,8,68,13,6.18,0,0,4
2011,JT Ball (ENG),2016-2017,4,8,0,67,31,8.37,0,0,1
2012,MK Mantri (INDIA),1951-1955,4,8,1,67,39,9.57,0,0,2
2013,WD Parnell (SA),2010-2017,6,4,0,67,23,16.75,0,0,0
2014,MW Pringle (SA),1992-1995,4,6,2,67,33,16.75,0,0,0
2015,CP Schofield (ENG),2000-2000,2,3,0,67,57,22.33,0,1,1
2016,MW Sievers (AUS),1936-1937,3,6,1,67,25*,13.40,0,0,0
2017,PM Such (ENG),1993-1999,11,16,5,67,14*,6.09,0,0,3
2018,NFD Thomson (AUS),1877-1877,2,4,0,67,41,16.75,0,0,0
2019,CV Wight (WI),1928-1930,2,4,1,67,23,22.33,0,0,0
2020,Afaq Hussain (PAK),1961-1964,2,4,4,66,35*,0,0,0,0
2021,TK Curran (ENG),2017-2018,2,3,1,66,39,33.00,0,0,0
2022,M Hayward (SA),1999-2004,16,17,8,66,14,7.33,0,0,3
2023,RD King (WI),1999-2005,19,27,8,66,12*,3.47,0,0,7
2024,A Kuruvilla (INDIA),1997-1997,10,11,1,66,35*,6.60,0,0,5
2025,WS Lees (ENG),1906-1906,5,9,3,66,25*,11.00,0,0,0
2026,JSE Price (ENG),1964-1972,15,15,6,66,32,7.33,0,0,5
2027,JT Botten (SA),1965-1965,3,6,0,65,33,10.83,0,0,2
2028,WR Cuttell (ENG),1899-1899,2,4,0,65,21,16.25,0,0,0
2029,KSC de Silva (SL),1997-1999,8,12,5,65,27,9.28,0,0,2
2030,RM Edwards (WI),1968-1969,5,8,1,65,22,9.28,0,0,2
2031,CW Henderson (SA),2001-2002,7,7,0,65,30,9.28,0,0,1
2032,AJ Hollioake (ENG),1997-1998,4,6,0,65,45,10.83,0,0,1
2033,SJ Staples (ENG),1928-1928,3,5,0,65,39,13.00,0,0,0
2034,AP Binns (WI),1953-1956,5,8,1,64,27,9.14,0,0,3
2035,GH Dockrell (IRE),2019-2019,1,2,0,64,39,32.00,0,0,0
2036,ERH Fuller (SA),1953-1958,7,9,1,64,17,8.00,0,0,2
2037,TJD Kelly (AUS),1877-1879,2,3,0,64,35,21.33,0,0,0
2038,JH King (ENG),1909-1909,1,2,0,64,60,32.00,0,1,0
2039,ER Mayne (AUS),1912-1921,4,4,1,64,25*,21.33,0,0,0
2040,Naved Ashraf (PAK),1998-2000,2,3,0,64,32,21.33,0,0,0
2041,SR Thompson (IRE),2018-2019,3,6,0,64,53,10.66,0,1,1
2042,PE Whitelaw (NZ),1933-1933,2,4,2,64,30,32.00,0,0,0
2043,S Badrinath (INDIA),2010-2010,2,3,0,63,56,21.00,0,1,0
2044,HRJ Charlwood (ENG),1877-1877,2,4,0,63,36,15.75,0,0,1
2045,GWA Chubb (SA),1951-1951,5,9,3,63,15*,10.50,0,0,0
2046,CEL Jones (WI),1930-1935,4,7,0,63,19,9.00,0,0,0
2047,Mohammad Munaf (PAK),1959-1962,4,7,2,63,19,12.60,0,0,0
2048,H Philipson (ENG),1892-1895,5,8,1,63,30,9.00,0,0,0
2049,VA Singh (WI),2017-2017,3,6,0,63,32,10.50,0,0,0
2050,NS Asgarali (WI),1957-1957,2,4,0,62,29,15.50,0,0,1
2051,Hon.IFW Bligh (ENG),1882-1883,4,7,1,62,19,10.33,0,0,2
2052,WP Bradburn (NZ),1964-1964,2,4,0,62,32,15.50,0,0,0
2053,CGD Burger (SA),1958-1958,2,4,1,62,37*,20.66,0,0,0
2054,RGA Headley (WI),1973-1973,2,4,0,62,42,15.50,0,0,0
2055,KW Hough (NZ),1959-1959,2,3,2,62,31*,62.00,0,0,0
2056,Mohammed Siraj (INDIA),2020-2022,12,17,7,62,16*,6.20,0,0,4
2057,C Newberry (SA),1913-1914,4,8,0,62,16,7.75,0,0,1
2058,JA Rennie (ZIM),1993-1997,4,6,1,62,22,12.40,0,0,1
2059,Harry Elliott (ENG),1928-1934,4,5,1,61,37*,15.25,0,0,0
2060,Haseeb Ahsan (PAK),1958-1962,12,16,7,61,14,6.77,0,0,3
2061,Iftikhar Ahmed (PAK),2016-2022,4,6,1,61,27,12.20,0,0,1
2062,PJ Ingram (NZ),2010-2010,2,4,0,61,42,15.25,0,0,0
2063,WR James (ZIM),1993-1994,4,4,0,61,33,15.25,0,0,0
2064,NC McGarrell (WI),2001-2001,4,6,2,61,33,15.25,0,0,1
2065,AE Moss (ENG),1954-1960,9,7,1,61,26,10.16,0,0,1
2066,RV Divecha (INDIA),1951-1952,5,5,0,60,26,12.00,0,0,0
2067,R Gilchrist (WI),1957-1959,13,14,3,60,12,5.45,0,0,4
2068,DW Gregory (AUS),1877-1879,3,5,2,60,43,20.00,0,0,0
2069,PM Hornibrook (AUS),1929-1930,6,7,1,60,26,10.00,0,0,1
2070,MJ Horton (ENG),1959-1959,2,2,0,60,58,30.00,0,1,0
2071,DV Lawrence (ENG),1988-1992,5,6,0,60,34,10.00,0,0,0
2072,G Millman (ENG),1961-1962,6,7,2,60,32*,12.00,0,0,2
2073,JK Moss (AUS),1979-1979,1,2,1,60,38*,60.00,0,0,0
2074,MM Patel (INDIA),2006-2011,13,14,6,60,15*,7.50,0,0,4
2075,SG Peall (ZIM),1993-1994,4,6,2,60,30,15.00,0,0,2
2076,W Watson (NZ),1986-1993,15,18,6,60,11,5.00,0,0,3
2077,Arif Butt (PAK),1964-1965,3,5,0,59,20,11.80,0,0,1
2078,BA Bolton (NZ),1959-1959,2,3,0,59,33,19.66,0,0,1
2079,HD Bromfield (SA),1961-1965,9,12,7,59,21,11.80,0,0,3
2080,Enamul Haque jnr (BAN),2003-2013,15,26,16,59,13,5.90,0,0,4
2081,GAL Hearne (SA),1922-1924,3,5,0,59,28,11.80,0,0,2
2082,RL Johnson (ENG),2003-2003,3,4,0,59,26,14.75,0,0,0
2083,R Kaia (ZIM),2021-2021,3,6,0,59,48,9.83,0,0,4
2084,Mustafizur Rahman (BAN),2015-2021,14,20,7,59,16,4.53,0,0,7
2085,Sir TC O'Brien (ENG),1884-1896,5,8,0,59,20,7.37,0,0,3
2086,CA Absolom (ENG),1879-1879,1,2,0,58,52,29.00,0,1,0
2087,CE Cuffy (WI),1994-2002,15,23,9,58,15,4.14,0,0,6
2088,K Farnes (ENG),1934-1939,15,17,5,58,20,4.83,0,0,4
2089,LF Kline (AUS),1957-1961,13,16,9,58,15*,8.28,0,0,3
2090,EA Martindale (WI),1933-1939,10,14,3,58,22,5.27,0,0,3
2091,PL Mhambrey (INDIA),1996-1996,2,3,1,58,28,29.00,0,0,0
2092,FW Milligan (ENG),1899-1899,2,4,0,58,38,14.50,0,0,0
2093,JA Morkel (SA),2009-2009,1,1,0,58,58,58.00,0,1,0
2094,WTS Porterfield (IRE),2018-2019,3,6,0,58,32,9.66,0,0,1
2095,SC Stayers (WI),1962-1962,4,4,1,58,35*,19.33,0,0,0
2096,LE Tapscott (SA),1923-1923,2,3,1,58,50*,29.00,0,1,0
2097,DR Gilbert (AUS),1985-1986,9,12,4,57,15,7.12,0,0,1
2098,WW Keeton (ENG),1934-1939,2,4,0,57,25,14.25,0,0,1
2099,PK Lee (AUS),1931-1933,2,3,0,57,42,19.00,0,0,1
2100,Mohammad Shahid (BAN),2015-2015,5,6,1,57,25,11.40,0,0,0
2101,JL Ontong (SA),2002-2004,2,4,1,57,32,19.00,0,0,1
2102,GC Shillingford (WI),1969-1972,7,8,1,57,25,8.14,0,0,1
2103,K Taylor (ENG),1959-1964,3,5,0,57,24,11.40,0,0,0
2104,DP Viljoen (ZIM),1998-2000,2,4,0,57,38,14.25,0,0,2
2105,KADM Fernando (SL),2003-2003,2,3,1,56,51*,28.00,0,1,0
2106,MS Hardikar (INDIA),1958-1958,2,4,1,56,32*,18.66,0,0,1
2107,LM Jongwe (ZIM),2021-2021,1,2,0,56,37,28.00,0,0,0
2108,CBRLS Kumara (SL),2016-2022,24,32,15,56,10,3.29,0,0,11
2109,NV Ojha (INDIA),2015-2015,1,2,0,56,35,28.00,0,0,0
2110,MW Priest (NZ),1990-1998,3,4,0,56,26,14.00,0,0,0
2111,SK Sharma (INDIA),1988-1990,2,3,1,56,38,28.00,0,0,1
2112,GP Bilby (NZ),1966-1966,2,4,0,55,28,13.75,0,0,0
2113,HWR Cartwright (AUS),2017-2017,2,2,0,55,37,27.50,0,0,0
2114,Lord Hawke (ENG),1896-1899,5,8,1,55,30,7.85,0,0,2
2115,M Nissar (INDIA),1932-1936,6,11,3,55,14,6.87,0,0,2
2116,BA Parchment (WI),2008-2008,2,4,0,55,20,13.75,0,0,0
2117,COC Pearse (SA),1910-1911,3,6,0,55,31,9.16,0,0,2
2118,OP Stone (ENG),2019-2021,3,6,0,55,20,9.16,0,0,2
2119,FH Sugg (ENG),1888-1888,2,2,0,55,31,27.50,0,0,0
2120,GB Troup (NZ),1976-1986,15,18,6,55,13*,4.58,0,0,7
2121,AMJG Amerasinghe (SL),1984-1984,2,4,1,54,34,18.00,0,0,0
2122,DE Bollinger (AUS),2009-2010,12,14,7,54,21,7.71,0,0,3
2123,MG Burmester (ZIM),1992-1992,3,4,2,54,30*,27.00,0,0,1
2124,LO Fleetwood-Smith (AUS),1935-1938,10,11,5,54,16*,9.00,0,0,2
2125,A Gandotra (INDIA),1969-1969,2,4,0,54,18,13.50,0,0,0
2126,ND Hirwani (INDIA),1988-1996,17,22,12,54,17,5.40,0,0,5
2127,Humayun Farhat (PAK),2001-2001,1,2,0,54,28,27.00,0,0,0
2128,DJ Knight (ENG),1921-1921,2,4,0,54,38,13.50,0,0,0
2129,Kuldeep Yadav (INDIA),2017-2021,7,8,0,54,26,6.75,0,0,3
2130,SG Law (AUS),1995-1995,1,1,1,54,54*,0,0,1,0
2131,EL McCormick (AUS),1935-1938,12,14,5,54,17*,6.00,0,0,3
2132,CD Matthews (AUS),1986-1988,3,5,0,54,32,10.80,0,0,1
2133,RO Scarlett (WI),1960-1960,3,4,1,54,29*,18.00,0,0,0
2134,WPA Crawford (AUS),1956-1956,4,5,2,53,34,17.66,0,0,1
2135,O Henry (SA),1992-1993,3,3,0,53,34,17.66,0,0,0
2136,VB John (SL),1983-1984,6,10,5,53,27*,10.60,0,0,4
2137,D Myers (ZIM),2021-2021,1,2,0,53,27,26.50,0,0,0
2138,HC Nitschke (AUS),1931-1931,2,2,0,53,47,26.50,0,0,0
2139,RL Powell (WI),1999-2004,2,3,0,53,30,17.66,0,0,1
2140,CG Rackemann (AUS),1982-1991,12,14,4,53,15*,5.30,0,0,5
2141,AK Sharma (INDIA),1988-1988,1,2,0,53,30,26.50,0,0,0
2142,Abdur Rauf (PAK),2009-2009,3,6,0,52,31,8.66,0,0,2
2143,G Alexander (AUS),1880-1884,2,4,0,52,33,13.00,0,0,0
2144,N Betancourt (WI),1930-1930,1,2,0,52,39,26.00,0,0,0
2145,CN Evans (ZIM),1996-2003,3,6,0,52,22,8.66,0,0,0
2146,Fahim Muntasir (BAN),2002-2002,3,6,0,52,33,8.66,0,0,1
2147,Fazl-e-Akbar (PAK),1998-2004,5,8,4,52,25,13.00,0,0,2
2148,BC Francis (AUS),1972-1972,3,5,0,52,27,10.40,0,0,1
2149,JW Hastings (AUS),2012-2012,1,2,0,52,32,26.00,0,0,0
2150,KC James (NZ),1930-1933,11,13,2,52,14,4.72,0,0,4
2151,SP Kinneir (ENG),1911-1911,1,2,0,52,30,26.00,0,0,0
2152,JJC Lawson (WI),2002-2005,13,21,6,52,14,3.46,0,0,6
2153,S Mahmood (ENG),2022-2022,2,2,1,52,49,52.00,0,0,0
2154,J Middleton (SA),1896-1902,6,12,5,52,22,7.42,0,0,2
2155,L Ngidi (SA),2018-2022,13,20,8,52,14*,4.33,0,0,5
2156,OE Nothling (AUS),1928-1928,1,2,0,52,44,26.00,0,0,0
2157,GD Phillips (NZ),2020-2020,1,2,0,52,52,26.00,0,1,1
2158,RA Reifer (WI),2017-2017,1,2,1,52,29,52.00,0,0,0
2159,Talha Jubair (BAN),2002-2004,7,14,6,52,31,6.50,0,0,6
2160,BV Vitori (ZIM),2011-2013,4,7,2,52,19*,10.40,0,0,2
2161,KL Wishart (WI),1935-1935,1,2,0,52,52,26.00,0,1,1
2162,R Appleyard (ENG),1954-1956,9,9,6,51,19*,17.00,0,0,0
2163,L Balaji (INDIA),2003-2005,8,9,0,51,31,5.66,0,0,4
2164,MR Benson (ENG),1986-1986,1,2,0,51,30,25.50,0,0,0
2165,VR Brown (NZ),1985-1985,2,3,1,51,36*,25.50,0,0,1
2166,AE Dipper (ENG),1921-1921,1,2,0,51,40,25.50,0,0,0
2167,XJ Doherty (AUS),2010-2013,4,7,3,51,18*,12.75,0,0,0
