,Player,T20_Span,T20_Matches,T20_Innings,T20_OVERS,T20_MAIDENS,T20_RUNS_given,T20_WICKETS,T20_BESTFIGURE,T20_BOWL_AVERAGE,T20_ECONOMY,T20_SR,T20_4_WKTS,T20_5_WKTS
1468,MR Montfort (CAN),2019-2019,1,1,3.0,0,25,1,1/25,25.00,8.33,18.0,0,0
1469,J Mubarak (SL),2007-2009,16,2,1.2,0,17,1,1/9,17.00,12.75,8.0,0,0
1470,Muhammad Amin (),2021-2021,6,2,5.0,0,39,1,1/21,39.00,7.80,30.0,0,0
1471,EMDY Munaweera (SL),2012-2017,13,5,10.0,0,92,1,1/26,92.00,9.20,60.0,0,0
1472,T Mupariwa (ZIM),2007-2008,4,4,13.0,0,94,1,1/22,94.00,7.23,78.0,0,0
1473,Nader Zahadiafzal (Iran),2020-2020,3,2,4.0,0,25,1,1/10,25.00,6.25,24.0,0,0
1474,Naiem Bameri (Iran),2020-2020,3,3,8.0,0,73,1,1/14,73.00,9.12,48.0,0,0
1475,Najeeb Amar (HKG),2014-2014,1,1,3.0,0,29,1,1/29,29.00,9.66,18.0,0,0
1476,N Nankov (BUL),2019-2021,5,2,3.0,0,28,1,1/13,28.00,9.33,18.0,0,0
1477,NH Naureen (ESP),2019-2019,1,1,3.0,1,32,1,1/32,32.00,10.66,18.0,0,0
1478,Naveed Fakhr (KUW),2020-2021,3,2,8.0,0,63,1,1/31,63.00,7.87,48.0,0,0
1479,Navid Abdollahpour (Iran),2020-2020,2,2,5.0,1,45,1,1/24,45.00,9.00,30.0,0,0
1480,Nazakat Ali (NOR),2019-2019,2,2,3.0,0,16,1,1/6,16.00,5.33,18.0,0,0
1481,Nazmul Hossain (BAN),2009-2012,4,4,7.0,0,67,1,1/15,67.00,9.57,42.0,0,0
1482,A Ndlovu (ZIM),2019-2019,3,3,11.0,0,90,1,1/35,90.00,8.18,66.0,0,0
1483,R Neale (LUX),2019-2019,3,1,3.0,0,30,1,1/30,30.00,10.00,18.0,0,0
1484,P Negi (INDIA),2016-2016,1,1,3.0,0,16,1,1/16,16.00,5.33,18.0,0,0
1485,SF Nhavotso (MOZ),2021-2021,4,3,5.2,0,40,1,1/33,40.00,7.50,32.0,0,0
1486,R Nil (SEY),2021-2021,4,4,12.0,0,103,1,1/19,103.00,8.58,72.0,0,0
1487,K Nima (BHU),2019-2019,1,1,3.0,0,22,1,1/22,22.00,7.33,18.0,0,0
1488,E Niyomugabo (RWN),2021-2021,11,3,4.0,0,40,1,1/4,40.00,10.00,24.0,0,0
1489,Noman Kamawi (Belg),2019-2019,1,1,3.0,0,28,1,1/28,28.00,9.33,18.0,0,0
1490,Noorkhan Ahmedi (SUI),2021-2021,4,1,2.0,0,12,1,1/12,12.00,6.00,12.0,0,0
1491,L Nou (PNG),2015-2015,3,3,10.0,0,65,1,1/24,65.00,6.50,60.0,0,0
1492,JL Ontong (SA),2008-2015,14,4,6.0,0,83,1,1/25,83.00,13.83,36.0,0,0
1493,AM Oyede (NGA),2019-2019,8,3,8.0,0,44,1,1/14,44.00,5.50,48.0,0,0
1494,MA Parker (SCOT),2012-2012,2,2,6.0,0,61,1,1/36,61.00,10.16,36.0,0,0
1495,Parvez Rasool (INDIA),2017-2017,1,1,4.0,0,32,1,1/32,32.00,8.00,24.0,0,0
1496,RK Paudel (NEPAL),2019-2022,16,1,0.5,0,2,1,1/2,2.00,2.40,5.0,0,0
1497,KP Pietersen (ENG),2005-2013,37,3,5.0,0,53,1,1/27,53.00,10.60,30.0,0,0
1498,JE Pitcher (BMUDA),2019-2019,3,3,7.0,0,50,1,1/26,50.00,7.14,42.0,0,0
1499,M Podosky (PHI),2022-2022,5,4,16.0,0,120,1,1/33,120.00,7.50,96.0,0,0
1500,S Pokhriyal (CZK-R),2019-2020,9,1,2.0,0,23,1,1/23,23.00,11.50,12.0,0,0
1501,M Pushpakumara (SL),2009-2009,1,1,3.0,0,27,1,1/27,27.00,9.00,18.0,0,0
1502,Qasim Zia (BHR),2019-2019,3,3,9.0,0,68,1,1/17,68.00,7.55,54.0,0,0
1503,Raag Kapur (HKG),2019-2019,4,3,7.0,0,49,1,1/26,49.00,7.00,42.0,0,0
1504,Rahel Khan (SWE),2021-2021,7,3,7.0,0,53,1,1/16,53.00,7.57,42.0,0,0
1505,RLB Rambukwella (SL),2013-2016,2,2,6.3,0,46,1,1/19,46.00,7.07,39.0,0,0
1506,Ravinder Singh (MLT),2019-2021,7,2,6.0,0,72,1,1/36,72.00,12.00,36.0,0,0
1507,J Reb (SRB),2019-2021,6,3,9.0,0,106,1,1/40,106.00,11.77,54.0,0,0
1508,GA Reynold (Blz),2019-2019,3,3,8.0,1,49,1,1/17,49.00,6.12,48.0,0,0
1509,R Rivas (Chile),2019-2019,3,1,4.0,0,45,1,1/45,45.00,11.25,24.0,0,0
1510,SE Rutherford (WI),2018-2020,6,2,6.0,0,49,1,1/21,49.00,8.16,36.0,0,0
1511,D Sabir (BMUDA),2021-2021,3,1,3.0,0,15,1,1/15,15.00,5.00,18.0,0,0
1512,S Saeed (Mald),2019-2019,5,5,11.0,0,95,1,1/24,95.00,8.63,66.0,0,0
1513,C Sakariya (INDIA),2021-2021,2,1,3.4,0,34,1,1/34,34.00,9.27,22.0,0,0
1514,AM Samad (CAN),2008-2010,7,1,2.0,0,36,1,1/36,36.00,18.00,12.0,0,0
1515,Sandeep Goud (Bhm),2021-2022,9,7,13.1,0,105,1,1/25,105.00,7.97,79.0,0,0
1516,Sandeep Sharma (INDIA),2015-2015,2,2,7.0,0,73,1,1/39,73.00,10.42,42.0,0,0
1517,M Sarenac (SRB),2019-2021,6,5,9.0,0,114,1,1/17,114.00,12.66,54.0,0,0
1518,I Sawmy (DEN),2019-2019,2,1,3.0,0,12,1,1/12,12.00,4.00,18.0,0,0
1519,RA Sealy (Caym),2022-2022,5,1,1.0,0,3,1,1/3,3.00,3.00,6.0,0,0
1520,BV Sears (NZ),2021-2021,2,2,4.0,0,32,1,1/21,32.00,8.00,24.0,0,0
1521,J Sebanja (UGA),2021-2021,2,2,6.0,0,49,1,1/28,49.00,8.16,36.0,0,0
1522,Shohidul Islam (BAN),2021-2021,1,1,3.5,0,33,1,1/33,33.00,8.60,23.0,0,0
1523,Shahzad Muhammad (Mex),2019-2019,2,1,3.0,0,29,1,1/29,29.00,9.66,18.0,0,0
1524,Shaikh Ashraf (Peru),2019-2019,4,2,4.0,0,34,1,1/18,34.00,8.50,24.0,0,0
1525,J Shaju (MLT),2021-2021,3,3,9.0,0,81,1,1/24,81.00,9.00,54.0,0,0
1526,KV Sharma (INDIA),2014-2014,1,1,4.0,0,28,1,1/28,28.00,7.00,24.0,0,0
1527,RG Sharma (INDIA),2007-2022,125,9,11.2,0,113,1,1/22,113.00,9.97,68.0,0,0
1528,ZK Shem (VAN),2019-2019,5,3,6.0,0,72,1,1/36,72.00,12.00,36.0,0,0
1529,M Shumba (ZIM),2020-2021,12,2,4.0,0,49,1,1/28,49.00,12.25,24.0,0,0
1530,Sikander Billah (BHR),2022-2022,3,1,2.0,0,9,1,1/9,9.00,4.50,12.0,0,0
1531,LPC Silva (SL),2006-2011,16,2,3.0,0,15,1,1/4,15.00,5.00,18.0,0,0
1532,BA Simango (MOZ),2019-2019,2,1,3.0,0,21,1,1/21,21.00,7.00,18.0,0,0
1533,T Singye (BHU),2019-2019,2,2,6.0,0,65,1,1/53,65.00,10.83,36.0,0,0
1534,J Singye (BHU),2019-2019,2,2,8.0,0,69,1,1/28,69.00,8.62,48.0,0,0
1535,JT Smuts (SA),2017-2021,13,10,22.4,0,178,1,1/19,178.00,7.85,136.0,0,0
1536,M Spoors (CAN),2022-2022,5,1,2.0,0,5,1,1/5,5.00,2.50,12.0,0,0
1537,M Stoman (PORT),2021-2021,3,1,2.3,0,16,1,1/16,16.00,6.40,15.0,0,0
1538,Suhrid Roy (MLT),2019-2021,2,2,6.0,0,63,1,1/44,63.00,10.50,36.0,0,0
1539,CR Suryawanshi (SGP),2019-2019,3,1,2.0,0,13,1,1/13,13.00,6.50,12.0,0,0
1540,Syed Amanullah (GRC),2021-2021,4,1,1.0,0,9,1,1/9,9.00,9.00,6.0,0,0
1541,Tafseer Ali (NOR),2019-2022,8,3,4.0,0,37,1,1/17,37.00,9.25,24.0,0,0
1542,Taijul Islam (BAN),2019-2019,2,2,7.0,0,58,1,1/26,58.00,8.28,42.0,0,0
1543,Tanvir Ahmed (PAK),2010-2010,1,1,3.0,0,13,1,1/13,13.00,4.33,18.0,0,0
1544,S Tarawally (SLE),2021-2021,6,6,19.0,0,118,1,1/19,118.00,6.21,114.0,0,0
1545,BRM Taylor (ZIM),2006-2021,45,2,5.0,0,17,1,1/16,17.00,3.40,30.0,0,0
1546,SR Tendulkar (INDIA),2006-2006,1,1,2.3,0,12,1,1/12,12.00,4.80,15.0,0,0
1547,S Thakur (ROM),2021-2021,3,2,4.0,0,30,1,1/11,30.00,7.50,24.0,0,0
1548,S Thanikaithasan (DEN),2021-2021,6,4,8.5,0,66,1,1/29,66.00,7.47,53.0,0,0
1549,EP Thompson (NZ),2008-2008,1,1,3.0,1,18,1,1/18,18.00,6.00,18.0,0,0
1550,N Thushara (SL),2022-2022,2,2,5.1,0,50,1,1/40,50.00,9.67,31.0,0,0
1551,GC Tonge (WI),2009-2009,1,1,4.0,0,25,1,1/25,25.00,6.25,24.0,0,0
1552,JJ Tucker (BMUDA),2019-2019,5,4,7.0,0,62,1,1/16,62.00,8.85,42.0,0,0
1553,Umair Ali (UAE),2015-2015,3,2,4.0,0,28,1,1/13,28.00,7.00,24.0,0,0
1554,DLS van Bunge (NED),2008-2013,14,2,2.2,0,15,1,1/14,15.00,6.42,14.0,0,0
1555,C Vorster (GUE),2019-2019,1,1,3.0,0,32,1,1/32,32.00,10.66,18.0,0,0
1556,DKD Warnakulasuriya (ITA),2021-2021,2,2,2.0,0,15,1,1/4,15.00,7.50,12.0,0,0
1557,UWMBCA Welegedara (SL),2010-2010,2,2,6.0,0,61,1,1/21,61.00,10.16,36.0,0,0
1558,AG Weligamage (HUN),2021-2021,4,4,11.0,0,123,1,1/30,123.00,11.18,66.0,0,0
1559,CL White (AUS),2007-2014,47,5,7.0,0,51,1,1/11,51.00,7.28,42.0,0,0
1560,T Whiteman (LUX),2019-2021,14,2,3.4,0,38,1,1/24,38.00,10.36,22.0,0,0
1561,JD Wildermuth (AUS),2018-2018,2,2,3.0,0,32,1,1/16,32.00,10.66,18.0,0,0
1562,LJ Woodcock (NZ),2010-2011,3,3,10.0,0,70,1,1/30,70.00,7.00,60.0,0,0
1563,GH Worker (NZ),2015-2015,2,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0
1564,Zaheer Maqsood (UAE),2015-2016,3,3,9.0,0,80,1,1/29,80.00,8.88,54.0,0,0
1565,Zahid Khan (SLE),2021-2021,4,4,10.0,0,75,1,1/10,75.00,7.50,60.0,0,0
1566,Zamir Khan (AFG),2012-2012,1,1,4.0,0,26,1,1/26,26.00,6.50,24.0,0,0
1567,C Zhuwao (ZIM),2008-2018,7,1,0.2,0,1,1,1/1,1.00,3.00,2.0,0,0
1568,Zohaib Sarwar (PORT),2019-2019,4,4,7.0,0,51,1,1/8,51.00,7.28,42.0,0,0
1569,M Zondeki (SA),2006-2006,1,1,3.0,0,41,1,1/41,41.00,13.66,18.0,0,0
1570,Mohammad Aadil Alam (NEPAL),2022-2022,3,2,5.0,0,34,0,-,-,6.80,-,0,0
1571,Abdullah Mahmood (DEN),2019-2019,1,1,1.0,0,9,0,-,-,9.00,-,0,0
1572,Abdur Rauf (PAK),2008-2008,1,1,3.0,0,21,0,-,-,7.00,-,0,0
1573,M Aboagye (Ghana),2019-2019,3,1,1.0,0,17,0,-,-,17.00,-,0,0
1574,Adel Kolasangiani (Iran),2020-2020,1,1,1.0,0,16,0,-,-,16.00,-,0,0
1575,Adnan Razzaq (Belg),2021-2021,1,1,1.2,0,10,0,-,-,7.50,-,0,0
1576,Adnan Syed (Fin),2021-2021,2,2,4.1,0,39,0,-,-,9.36,-,0,0
1577,Aftab Ahmed (BAN),2006-2010,11,1,0.2,0,8,0,-,-,24.00,-,0,0
1578,GJ Agius (MLT),2019-2019,2,2,5.0,0,53,0,-,-,10.60,-,0,0
1579,Ahmed Raid (Mald),2020-2020,1,1,2.0,0,14,0,-,-,7.00,-,0,0
1580,Ahmed Shehzad (PAK),2009-2019,59,1,1.0,0,10,0,-,-,10.00,-,0,0
1581,Ameer Saiyed (BOT),2019-2019,4,3,4.0,0,44,0,-,-,11.00,-,0,0
1582,Ammad Uddin (BHR),2019-2021,12,2,1.1,0,11,0,-,-,9.42,-,0,0
1583,J Anderson (IRE),2015-2015,4,1,1.0,0,13,0,-,-,13.00,-,0,0
1584,Anowarul Islam (THAI),2019-2019,4,2,3.0,0,25,0,-,-,8.33,-,0,0
1585,Ansar Iqbal (NOR),2019-2019,4,1,2.0,0,13,0,-,-,6.50,-,0,0
1586,Arsalan Qadir (CAN),2010-2010,1,1,1.0,0,12,0,-,-,12.00,-,0,0
1587,Asad Ali (PAK),2013-2013,2,2,4.0,0,33,0,-,-,8.25,-,0,0
1588,KIC Asalanka (SL),2021-2022,17,1,1.0,0,14,0,-,-,14.00,-,0,0
1589,Ashraful Shuvo (EST),2021-2021,3,3,6.0,0,46,0,-,-,7.66,-,0,0
1590,Aslam Doria (PNM),2021-2021,3,1,1.0,0,16,0,-,-,16.00,-,0,0
1591,Atif Ali Khan (UAE),2016-2016,1,1,4.0,0,43,0,-,-,10.75,-,0,0
1592,Avi Dixit (SGP),2019-2019,1,1,1.0,0,15,0,-,-,15.00,-,0,0
1593,P Awana (INDIA),2012-2012,2,2,6.0,0,71,0,-,-,11.83,-,0,0
1594,Azmat Ali (GER),2021-2021,2,1,1.0,0,9,0,-,-,9.00,-,0,0
1595,KMC Bandara (SL),2016-2016,1,1,1.0,0,11,0,-,-,11.00,-,0,0
1596,KNA Bandara (SL),2021-2021,4,1,1.0,0,2,0,-,-,2.00,-,0,0
1597,NN Banner (Blz),2021-2021,2,2,5.0,0,58,0,-,-,11.60,-,0,0
1598,GEF Barnett (CAN),2008-2010,5,1,1.0,0,11,0,-,-,11.00,-,0,0
1599,GJ Batty (ENG),2009-2009,1,1,3.0,0,17,0,-,-,5.66,-,0,0
1600,RR Behera (USA),2021-2021,2,1,1.0,0,5,0,-,-,5.00,-,0,0
1601,DE Bernard (WI),2009-2009,1,1,4.0,0,17,0,-,-,4.25,-,0,0
1602,P Bharat Patel (PNM),2019-2019,2,2,5.0,0,40,0,-,-,8.00,-,0,0
1603,Meet Bhavsar (KUW),2019-2021,13,1,1.0,0,11,0,-,-,11.00,-,0,0
1604,RL Bhudia (KENYA),2007-2007,3,3,7.2,0,78,0,-,-,10.63,-,0,0
1605,K Birkenstock (NAM),2019-2021,9,4,5.0,0,44,0,-,-,8.80,-,0,0
1606,KK Bishnoi (),2019-2019,3,2,3.0,0,27,0,-,-,9.00,-,0,0
1607,NE Bonner (WI),2011-2012,2,1,2.0,0,18,0,-,-,9.00,-,0,0
1608,IDR Bradshaw (WI),2006-2006,1,1,4.0,0,22,0,-,-,5.50,-,0,0
1609,J Broad (GER),2022-2022,5,3,3.3,0,30,0,-,-,8.57,-,0,0
1610,DR Brown (SCOT),2007-2007,2,1,4.0,0,44,0,-,-,11.00,-,0,0
1611,DK Butler (WI),2006-2006,1,1,3.0,0,22,0,-,-,7.33,-,0,0
1612,J Butler (GUE),2019-2022,14,1,1.0,0,15,0,-,-,15.00,-,0,0
1613,JD Campbell (WI),2019-2019,2,1,1.0,0,1,0,-,-,1.00,-,0,0
1614,TO Carmichael (USA),2021-2021,2,2,6.0,0,43,0,-,-,7.16,-,0,0
1615,J Cutinho (CRC),2019-2019,3,1,0.5,0,7,0,-,-,8.40,-,0,0
1616,KC D'Souza (BUL),2020-2021,19,1,1.0,0,6,0,-,-,6.00,-,0,0
1617,DAP Darrell (BMUDA),2019-2019,11,1,2.0,0,14,0,-,-,7.00,-,0,0
1618,N Deonarine (WI),2010-2013,8,4,9.0,0,87,0,-,-,9.66,-,0,0
1619,PC de Silva (SL),2017-2017,2,2,2.0,0,30,0,-,-,15.00,-,0,0
1620,ST de Silva (SL),2017-2017,3,1,1.0,0,10,0,-,-,10.00,-,0,0
1621,N Dhamba (OMA),2022-2022,1,1,3.0,0,12,0,-,-,4.00,-,0,0
1622,BJ Diamanti (NZ),2009-2009,1,1,2.0,0,19,0,-,-,9.50,-,0,0
1623,B Dugic (SRB),2019-2019,2,2,2.3,0,22,0,-,-,8.80,-,0,0
1624,F du Plessis (SA/World),2012-2020,50,2,1.2,0,3,0,-,-,2.25,-,0,0
1625,AB Dursak (TKY),2019-2019,4,3,8.4,0,134,0,-,-,15.46,-,0,0
1626,BJ Dwarshuis (AUS),2022-2022,1,1,3.0,0,42,0,-,-,14.00,-,0,0
1627,PS Eaglestone (IRE),2010-2010,1,1,2.0,0,16,0,-,-,8.00,-,0,0
1628,Emran Shahbakhsh (Iran),2020-2020,3,1,0.5,0,14,0,-,-,16.80,-,0,0
1629,Fahad Tariq (UAE),2016-2016,6,2,3.0,0,26,0,-,-,8.66,-,0,0
1630,Faisal Mehmood (Belg),2021-2021,3,2,1.1,0,7,0,-,-,6.00,-,0,0
1631,Fakhar Zaman (PAK),2017-2022,65,1,1.0,0,12,0,-,-,12.00,-,0,0
1632,Fazal Niazai (AFG),2019-2019,1,1,1.0,0,13,0,-,-,13.00,-,0,0
1633,MVT Fernando (SL),2017-2017,1,1,2.0,0,16,0,-,-,8.00,-,0,0
1634,AJ Finch (AUS),2011-2022,89,2,2.0,0,27,0,-,-,13.50,-,0,0
1635,DR Flynn (NZ),2008-2012,5,1,1.0,0,7,0,-,-,7.00,-,0,0
1636,M Fontaine (HUN),2021-2021,1,1,2.0,0,18,0,-,-,9.00,-,0,0
1637,S Franklin (SUI),2021-2021,2,2,4.0,0,37,0,-,-,9.25,-,0,0
1638,GF Gomes (MOZ),2019-2019,7,1,2.0,0,16,0,-,-,8.00,-,0,0
1639,R Goodwin (PHI),2019-2022,9,1,2.0,0,21,0,-,-,10.50,-,0,0
1640,MJ Guptill (NZ),2009-2021,112,1,1.0,0,11,0,-,-,11.00,-,0,0
1641,Hamza Dar (ESP),2019-2022,8,1,2.0,0,22,0,-,-,11.00,-,0,0
1642,A Harris (Bhm),2021-2022,6,2,3.0,0,29,0,-,-,9.66,-,0,0
1643,Hasan Mahmud (BAN),2020-2020,1,1,4.0,0,25,0,-,-,6.25,-,0,0
1644,Hasheem Shahzad (MLT),2019-2019,2,1,4.0,0,32,0,-,-,8.00,-,0,0
1645,Hashir Hussain (NOR),2021-2021,1,1,1.0,0,10,0,-,-,10.00,-,0,0
1646,Hassan Khan Mohammad (HKG),2020-2020,1,1,2.0,0,22,0,-,-,11.00,-,0,0
1647,P Hatchman (GIBR),2021-2021,9,1,1.0,0,22,0,-,-,22.00,-,0,0
1648,T Henderson (SA),2006-2006,1,1,4.0,0,31,0,-,-,7.75,-,0,0
1649,RR Hendricks (SA),2014-2021,40,1,1.0,0,21,0,-,-,21.00,-,0,0
1650,H Hiri (PNG),2016-2021,6,1,1.0,0,5,0,-,-,5.00,-,0,0
1651,Hisham Sheikh (Saudi),2021-2021,4,3,5.4,0,48,0,-,-,8.47,-,0,0
1652,DJ Hooda (INDIA),2022-2022,3,1,3.0,0,24,0,-,-,8.00,-,0,0
1653,MEK Hussey (AUS),2005-2012,38,1,1.0,0,5,0,-,-,5.00,-,0,0
1654,Ibrahim Khan (Saudi),2019-2019,1,1,2.0,0,17,0,-,-,8.50,-,0,0
1655,Iftekar Jaman (CYP),2021-2021,2,1,1.0,0,15,0,-,-,15.00,-,0,0
1656,G Irvin (Bhm),2021-2021,2,2,6.0,0,63,0,-,-,10.50,-,0,0
1657,Israr Khan (GER),2021-2021,2,2,4.0,0,37,0,-,-,9.25,-,0,0
1658,B Ivanov (BUL),2019-2021,10,1,2.0,0,36,0,-,-,18.00,-,0,0
1659,H Ivanov (BUL),2019-2021,13,1,2.0,0,11,0,-,-,5.50,-,0,0
1660,ZR Jabeneke (TAN),2021-2021,3,1,1.0,0,8,0,-,-,8.00,-,0,0
1661,Jagjit Singh (Peru),2019-2019,4,1,1.0,0,10,0,-,-,10.00,-,0,0
1662,NA Janes (THAI),2019-2019,2,1,1.0,0,12,0,-,-,12.00,-,0,0
1663,T Jamtsho (BHU),2019-2019,2,2,4.1,0,48,0,-,-,11.52,-,0,0
1664,D Jansen (IOM),2021-2021,1,1,3.0,0,23,0,-,-,7.66,-,0,0
1665,Jatinder Singh (OMA),2015-2022,39,1,2.0,0,17,0,-,-,8.50,-,0,0
1666,Javed Maroofkhail (NOR),2019-2019,2,1,2.0,0,22,0,-,-,11.00,-,0,0
1667,DPMD Jayawardene (SL),2006-2014,55,1,1.0,0,8,0,-,-,8.00,-,0,0
1668,P Jayeshbhai Patel (PNM),2019-2019,2,1,2.0,0,21,0,-,-,10.50,-,0,0
1669,Jay Odedra (OMA),2019-2019,3,3,7.0,0,74,0,-,-,10.57,-,0,0
1670,NG Jones (IRE),2010-2012,5,2,2.0,0,14,0,-,-,7.00,-,0,0
1671,MO Kain (USA),2021-2021,2,1,4.0,0,37,0,-,-,9.25,-,0,0
1672,B Kalki Kumar (MLT),2021-2021,2,2,5.0,0,40,0,-,-,8.00,-,0,0
1673,Kamran Khan (QAT),2019-2021,25,2,4.1,0,48,0,-,-,11.52,-,0,0
1674,TP Kamungozi (ZIM),2014-2014,1,1,2.0,0,17,0,-,-,8.50,-,0,0
1675,S Kansoy (TKY),2019-2019,4,1,1.0,0,14,0,-,-,14.00,-,0,0
1676,M Kartik (INDIA),2007-2007,1,1,4.0,0,27,0,-,-,6.75,-,0,0
1677,Karweng NG (PHI),2019-2019,4,3,9.0,0,81,0,-,-,9.00,-,0,0
1678,I Katzarski (BUL),2019-2021,8,1,1.0,0,7,0,-,-,7.00,-,0,0
1679,JM Kemp (SA),2005-2007,8,1,1.0,0,5,0,-,-,5.00,-,0,0
1680,AL Kerai (SLE),2021-2021,9,1,1.0,0,9,0,-,-,9.00,-,0,0
1681,Khaibar Deldar (HUN),2021-2021,4,1,1.0,0,14,0,-,-,14.00,-,0,0
1682,Khurram Shahzad (QAT),2020-2020,7,1,1.0,0,8,0,-,-,8.00,-,0,0
1683,Khushdil Shah (PAK),2019-2022,13,2,2.0,0,15,0,-,-,7.50,-,0,0
1684,GE Kidd (IRE),2010-2010,1,1,3.0,0,32,0,-,-,10.66,-,0,0
1685,RJ Kirtley (ENG),2007-2007,1,1,1.0,0,17,0,-,-,17.00,-,0,0
1686,H Klaasen (SA),2018-2021,28,1,1.0,0,14,0,-,-,14.00,-,0,0
1687,GJP Kruger (SA),2006-2006,1,1,4.0,0,29,0,-,-,7.25,-,0,0
1688,S Kubheka (),2021-2021,5,3,4.0,0,42,0,-,-,10.50,-,0,0
1689,JS Kundi (KENYA),2019-2019,6,2,2.0,0,15,0,-,-,7.50,-,0,0
1690,M Kyriacou (CYP),2021-2021,6,2,3.3,0,36,0,-,-,10.28,-,0,0
1691,A Lagos (GRC),2019-2019,1,1,2.0,0,13,0,-,-,6.50,-,0,0
1692,L Lamin (SLE),2021-2021,10,1,1.0,0,11,0,-,-,11.00,-,0,0
1693,Lemar Momand (SWE),2021-2021,4,4,9.0,0,46,0,-,-,5.11,-,0,0
1694,RDM Leverock (BMUDA),2008-2008,2,2,5.0,0,27,0,-,-,5.40,-,0,0
1695,RN Lewis (WI),2008-2008,1,1,1.0,0,9,0,-,-,9.00,-,0,0
1696,C Liebenberg (IOM),2020-2020,1,1,2.0,0,14,0,-,-,7.00,-,0,0
1697,I Lisboa (Chile),2019-2019,1,1,2.0,0,17,0,-,-,8.50,-,0,0
1698,AM McCarthy (WI),2018-2018,1,1,2.0,0,12,0,-,-,6.00,-,0,0
1699,LD Madushanka (SL),2019-2021,3,1,4.0,0,36,0,-,-,9.00,-,0,0
1700,Mahmud Jasat (PNM),2021-2021,6,2,2.0,0,27,0,-,-,13.50,-,0,0
1701,C Mahoney (Peru),2019-2019,3,1,1.0,0,10,0,-,-,10.00,-,0,0
1702,BF Mailata (Samoa),2019-2019,4,2,2.0,0,24,0,-,-,12.00,-,0,0
1703,JS Malhotra (USA),2019-2021,12,3,4.0,0,18,0,-,-,4.50,-,0,0
1704,M Markande (INDIA),2019-2019,1,1,4.0,0,31,0,-,-,7.75,-,0,0
1705,D Marks (MLT),2019-2019,2,2,7.0,0,54,0,-,-,7.71,-,0,0
1706,J Marples (GIBR),2021-2021,9,2,5.0,0,71,0,-,-,14.20,-,0,0
1707,Masood Jayezeh (Iran),2020-2020,3,3,3.0,0,42,0,-,-,14.00,-,0,0
1708,DK Mathias (BHR),2022-2022,4,2,4.0,0,35,0,-,-,8.75,-,0,0
1709,S Matsikenyeri (ZIM),2006-2012,10,3,2.4,0,23,0,-,-,8.62,-,0,0
1710,KR Mayers (WI),2020-2022,7,1,1.0,0,10,0,-,-,10.00,-,0,0
1711,R Mazumder (CYP),2021-2021,6,1,1.0,0,6,0,-,-,6.00,-,0,0
1712,GJ McCarter (IRE),2015-2015,3,2,5.0,0,50,0,-,-,10.00,-,0,0
1713,A Mehmood (HKG),2016-2016,2,1,1.0,0,12,0,-,-,12.00,-,0,0
1714,Mehrab Hossain jnr (BAN),2008-2009,2,1,2.5,0,20,0,-,-,7.05,-,0,0
1715,D Mejia (CRC),2019-2019,3,2,4.0,0,23,0,-,-,5.75,-,0,0
1716,PHKD Mendis (SL),2018-2021,5,4,8.0,0,70,0,-,-,8.75,-,0,0
1717,KO Meth (ZIM),2012-2012,2,2,7.0,0,64,0,-,-,9.14,-,0,0
1718,AJ Michael (Samoa),2019-2019,4,1,2.0,0,18,0,-,-,9.00,-,0,0
1719,Mihusan Hamid (Mald),2019-2019,1,1,3.0,0,29,0,-,-,9.66,-,0,0
1720,Mohamed Arief (MAL),2019-2020,12,2,2.0,0,19,0,-,-,9.50,-,0,0
1721,Mohamed Rishwan (Mald),2019-2021,18,1,2.0,0,22,0,-,-,11.00,-,0,0
1722,Mohammad Ayaz (UAE),2020-2020,1,1,2.0,0,25,0,-,-,12.50,-,0,0
1723,Mohammad Tauqir (UAE),2015-2015,3,3,7.0,1,55,0,-,-,7.85,-,0,0
1724,JN Mohammed (WI),2017-2018,9,2,2.0,0,13,0,-,-,6.50,-,0,0
1725,Mohammed Asghar (KUW),2019-2019,4,2,4.0,0,28,0,-,-,7.00,-,0,0
1726,Mohammed Qasim (UAE),2016-2017,3,1,1.0,0,8,0,-,-,8.00,-,0,0
1727,HJC Mol (NED),2008-2008,4,1,1.3,0,12,0,-,-,8.00,-,0,0
1728,Mominul Haque (BAN),2012-2014,6,2,3.0,0,32,0,-,-,10.66,-,0,0
1729,JWN Moses (BOT),2019-2021,7,2,8.0,0,46,0,-,-,5.75,-,0,0
1730,G Moti-Kanhai (WI),2021-2021,1,1,4.0,0,29,0,-,-,7.25,-,0,0
1731,FJ Mpegna (CAM),2021-2021,4,1,2.0,0,37,0,-,-,18.50,-,0,0
1732,Muhammad Asjed (ESP),2019-2021,3,1,1.0,0,9,0,-,-,9.00,-,0,0
1733,Muhammad Muneeb (Belg),2020-2021,7,1,1.0,0,17,0,-,-,17.00,-,0,0
1734,Muhammad Musa (PAK),2019-2020,2,2,7.5,0,62,0,-,-,7.91,-,0,0
1735,Muhammad Naeem (Saudi),2019-2020,7,1,1.0,0,13,0,-,-,13.00,-,0,0
1736,Muhammed Shanil (UAE),2016-2016,1,1,4.0,0,49,0,-,-,12.25,-,0,0
1737,Muhammad Younis (BHR),2020-2022,11,1,1.0,0,13,0,-,-,13.00,-,0,0
